cod_ibge_mun,nome_norm,uf
3127008,FRONTEIRA,MG
3127057,FRONTEIRA DOS VALES,MG
2204303,FRONTEIRAS,PI
3127073,FRUTA DE LEITE,MG
3127107,FRUTAL,MG
2404002,FRUTUOSO GOMES,RN
3202207,FUNDAO,ES
3127206,FUNILANDIA,MG
3516507,GABRIEL MONTEIRO,SP
2506251,GADO BRAVO,PB
3127305,GALILEIA,MG
2404101,GALINHOS,RN
4205605,GALVAO,SC
2605905,GAMELEIRA,PE
5208152,GAMELEIRA DE GOIAS,GO
3127339,GAMELEIRAS,MG
2606002,GARANHUNS,PE
2802403,GARARU,SE
4308607,GARIBALDI,RS
4205704,GAROPABA,SC
1503077,GARRAFAO DO NORTE,PA
4308656,GARRUCHOS,RS
4205803,GARUVA,SC
4205902,GASPAR,SC
3516804,GASTAO VIDIGAL,SP
5103858,GAUCHA DO NORTE,MT
4308706,GAURAMA,RS
2911253,GAVIAO,BA
3516853,GAVIAO PEIXOTO,SP
2204352,GEMINIANO,PI
4308805,GENERAL CAMARA,RS
2802502,GENERAL MAYNARD,SE
3516903,GENERAL SALGADO,SP
2304608,GENERAL SAMPAIO,CE
4308854,GENTIL,RS
2911303,GENTIO DO OURO,BA
3517000,GETULINA,SP
4308904,GETULIO VARGAS,RS
2204402,GILBUES,PI
2702900,GIRAU DO PONCIANO,AL
3127354,GLAUCILANDIA,MG
3517109,GLICERIO,SP
2911402,GLORIA,BA
5103957,GLORIA D'OESTE,MT
5004007,GLORIA DE DOURADOS,MS
2606101,GLORIA DO GOITA,PE
4309050,GLORINHA,RS
2104305,GODOFREDO VIANA,MA
4108551,GODOY MOREIRA,PR
3127370,GOIABEIRA,MG
5208400,GOIANAPOLIS,GO
5208509,GOIANDIRA,GO
5208608,GOIANESIA,GO
1503093,GOIANESIA DO PARA,PA
5208707,GOIANIA,GO
2404200,GOIANINHA,RN
5208806,GOIANIRA,GO
1708304,GOIANORTE,TO
1709005,GOIATINS,TO
5209101,GOIATUBA,GO
4108601,GOIOERE,PR
4108650,GOIOXIM,PR
3127404,GONCALVES,MG
2104404,GONCALVES DIAS,MA
2911501,GONGOGI,BA
3127503,GONZAGA,MG
3127602,GOUVEIA,MG
5209150,GOUVELANDIA,GO
2104503,GOVERNADOR ARCHER,MA
4206009,GOVERNADOR CELSO RAMOS,SC
2404309,GOVERNADOR DIX-SEPT ROSADO,RN
2104552,GOVERNADOR EDISON LOBAO,MA
2104602,GOVERNADOR EUGENIO BARROS,MA
1101005,GOVERNADOR JORGE TEIXEIRA,RO
3202256,GOVERNADOR LINDENBERG,ES
2104628,GOVERNADOR LUIZ ROCHA,MA
2911600,GOVERNADOR MANGABEIRA,BA
2104651,GOVERNADOR NEWTON BELLO,MA
2104677,GOVERNADOR NUNES FREIRE,MA
3127701,GOVERNADOR VALADARES,MG
2104701,GRACA ARANHA,MA
2802601,GRACCHO CARDOSO,SE
2104800,GRAJAU,MA
4309100,GRAMADO,RS
4309126,GRAMADO DOS LOUREIROS,RS
4309159,GRAMADO XAVIER,RS
4108700,GRANDES RIOS,PR
2606309,GRANITO,PE
2304707,GRANJA,CE
2304806,GRANJEIRO,CE
3127800,GRAO MOGOL,MG
4206108,GRAO-PARA,SC
2606408,GRAVATA,PE
4309209,GRAVATAI,RS
4206207,GRAVATAL,SC
2304905,GROAIRAS,CE
2404408,GROSSOS,RN
3127909,GRUPIARA,MG
4309258,GUABIJU,RS
4206306,GUABIRUBA,SC
3202306,GUACUI,ES
2204501,GUADALUPE,PI
4309308,GUAIBA,RS
3517208,GUAICARA,SP
3517307,GUAIMBE,SP
4108908,GUAIRACA,PR
2304954,GUAIUBA,CE
1301654,GUAJARA,AM
1100106,GUAJARA-MIRIM,RO
2911659,GUAJERU,BA
2404507,GUAMARE,RN
4108957,GUAMIRANGA,PR
2911709,GUANAMBI,BA
3128006,GUANHAES,MG
3517505,GUAPIACU,SP
3517604,GUAPIARA,SP
3301850,GUAPIMIRIM,RJ
4109005,GUAPIRAMA,PR
4309407,GUAPORE,RS
4109104,GUAPOREMA,PR
2506301,GUARABIRA,PB
3517802,GUARACAI,SP
2305001,GUARACIABA DO NORTE,CE
3128253,GUARACIAMA,MG
1709302,GUARAI,TO
5209291,GUARAITA,GO
2305100,GUARAMIRANGA,CE
4206504,GUARAMIRIM,SC
3128303,GUARANESIA,MG
3128402,GUARANI,MG
3518008,GUARANI D'OESTE,SP
4309506,GUARANI DAS MISSOES,RS
5209408,GUARANI DE GOIAS,GO
4109302,GUARANIACU,PR
3518107,GUARANTA,SP
5104104,GUARANTA DO NORTE,MT
3202405,GUARAPARI,ES
4109401,GUARAPUAVA,PR
4109500,GUARAQUECABA,PR
3128501,GUARARA,MG
3518206,GUARARAPES,SP
3518305,GUARAREMA,SP
2911808,GUARATINGA,BA
3518404,GUARATINGUETA,SP
4109609,GUARATUBA,PR
3128600,GUARDA-MOR,MG
3518503,GUAREI,SP
3518602,GUARIBA,SP
2204550,GUARIBAS,PI
5209457,GUARINOS,GO
3518701,GUARUJA,SP
4206603,GUARUJA DO SUL,SC
3518800,GUARULHOS,SP
4206652,GUATAMBU,SC
3518859,GUATAPARA,SP
3128709,GUAXUPE,MG
5004106,GUIA LOPES DA LAGUNA,MS
3128808,GUIDOVAL,MG
2104909,GUIMARAES,MA
3128907,GUIMARANIA,MG
5104203,GUIRATINGA,MT
3129004,GUIRICEMA,MG
3129103,GURINHATA,MG
2506400,GURINHEM,PB
2506509,GURJAO,PB
1503101,GURUPA,PA
1709500,GURUPI,TO
3518909,GUZOLANDIA,SP
4309555,HARMONIA,RS
5209606,HEITORAI,GO
3129202,HELIODORA,MG
2911857,HELIOPOLIS,BA
3519006,HERCULANDIA,SP
4307104,HERVAL,RS
4206702,HERVAL D'OESTE,SC
4309571,HERVEIRAS,RS
5209804,HIDROLINA,GO
3519055,HOLAMBRA,SP
4109658,HONORIO SERPA,PR
2305233,HORIZONTE,CE
4309605,HORIZONTINA,RS
3519071,HORTOLANDIA,SP
2204600,HUGO NAPOLEAO,PI
4309654,HULHA NEGRA,RS
2105005,HUMBERTO DE CAMPOS,MA
3519105,IACANGA,SP
5209903,IACIARA,GO
4109708,IBAITI,PR
4309753,IBARAMA,RS
2305266,IBARETAMA,CE
2703007,IBATEGUARA,AL
3202454,IBATIBA,ES
3129400,IBERTIOGA,MG
4309803,IBIACA,RS
2305308,IBIAPINA,CE
2506608,IBIARA,PB
2912004,IBIASSUCE,BA
2912103,IBICARAI,BA
4206801,IBICARE,SC
2912202,IBICOARA,BA
2912301,IBICUI,BA
2305332,IBICUITINGA,CE
2606606,IBIMIRIM,PE
2912400,IBIPEBA,BA
2912509,IBIPITANGA,BA
4109807,IBIPORA,PR
2912608,IBIQUERA,BA
3129657,IBIRACATU,MG
3129707,IBIRACI,MG
3202504,IBIRACU,ES
4309902,IBIRAIARAS,RS
2606705,IBIRAJUBA,PE
4206900,IBIRAMA,SC
2912707,IBIRAPITANGA,BA
2912806,IBIRAPUA,BA
4309951,IBIRAPUITA,RS
3519501,IBIRAREMA,SP
2912905,IBIRATAIA,BA
3129806,IBIRITE,MG
4310009,IBIRUBA,RS
2913002,IBITIARA,BA
3519600,IBITINGA,SP
3202553,IBITIRAMA,ES
2913101,IBITITA,BA
3129905,IBITIURA DE MINAS,MG
3130002,IBITURUNA,MG
3519709,IBIUNA,SP
2913200,IBOTIRAMA,BA
2305357,ICAPUI,CE
3130051,ICARAI DE MINAS,MG
4109906,ICARAIMA,PR
3202603,ICONHA,ES
2404606,IELMO MARINHO,RN
2913408,IGAPORA,BA
3520004,IGARACU DO TIETE,SP
2502607,IGARACY,PB
3520103,IGARAPAVA,SP
3130101,IGARAPE,MG
2105153,IGARAPE DO MEIO,MA
2105203,IGARAPE GRANDE,MA
1503200,IGARAPE-ACU,PA
1503309,IGARAPE-MIRI,PA
2606804,IGARASSU,PE
3520202,IGARATA,SP
3130200,IGARATINGA,MG
2913457,IGRAPIUNA,BA
2703205,IGREJA NOVA,AL
4310108,IGREJINHA,RS
3301876,IGUABA GRANDE,RJ
3520301,IGUAPE,SP
4110003,IGUARACU,PR
2606903,IGUARACY,PE
3130309,IGUATAMA,MG
5004304,IGUATEMI,MS
3520426,ILHA COMPRIDA,SP
2802700,ILHA DAS FLORES,SE
2607604,ILHA DE ITAMARACA,PE
2204659,ILHA GRANDE,PI
3520442,ILHA SOLTEIRA,SP
3520400,ILHABELA,SP
2913606,ILHEUS,BA
4207106,ILHOTA,SC
3130507,ILICINEA,MG
4310306,ILOPOLIS,RS
2506707,IMACULADA,PB
4207205,IMARUI,SC
3130556,IMBE DE MINAS,MG
4207304,IMBITUBA,SC
4110102,IMBITUVA,PR
4207403,IMBUIA,SC
4310363,IMIGRANTE,RS
2105302,IMPERATRIZ,MA
4110201,INACIO MARTINS,PR
5209937,INACIOLANDIA,GO
3130606,INCONFIDENTES,MG
3130655,INDAIABIRA,MG
4207502,INDAIAL,SC
3520509,INDAIATUBA,SP
3520608,INDIANA,SP
3520707,INDIAPORA,SP
5209952,INDIARA,GO
2802809,INDIAROBA,SE
5104500,INDIAVAI,MT
2607109,INGAZEIRA,PE
4310413,INHACORA,RS
2913705,INHAMBUPE,BA
1503408,INHANGAPI,PA
2703304,INHAPI,AL
3130903,INHAPIM,MG
3131000,INHAUMA,MG
2204709,INHUMA,PI
5210000,INHUMAS,GO
3131109,INIMUTABA,MG
5004403,INOCENCIA,MS
3520806,INUBIA PAULISTA,SP
4207577,IOMERE,SC
5210109,IPAMERI,GO
3131208,IPANEMA,MG
2404705,IPANGUACU,RN
2305654,IPAPORANGA,CE
3131307,IPATINGA,MG
2305704,IPAUMIRIM,CE
3520905,IPAUSSU,SP
2913804,IPECAETA,BA
3521101,IPEUNA,SP
3131406,IPIACU,MG
3521150,IPIGUA,SP
4110508,IPIRANGA,PR
5210158,IPIRANGA DE GOIAS,GO
5104526,IPIRANGA DO NORTE,MT
2204808,IPIRANGA DO PIAUI,PI
4310462,IPIRANGA DO SUL,RS
1301803,IPIXUNA,AM
1503457,IPIXUNA DO PARA,PA
2607208,IPOJUCA,PE
4207650,IPORA DO OESTE,SC
3521200,IPORANGA,SP
4207684,IPUACU,SC
2404804,IPUEIRA,RN
3131505,IPUIUNA,MG
4207700,IPUMIRIM,SC
2914109,IPUPIARA,BA
4110656,IRACEMA DO OESTE,PR
3521408,IRACEMAPOLIS,SP
4207759,IRACEMINHA,SC
3131604,IRAI DE MINAS,MG
2914208,IRAJUBA,BA
2914307,IRAMAIA,BA
1301852,IRANDUBA,AM
3521507,IRAPUA,SP
3521606,IRAPURU,SP
2914406,IRAQUARA,BA
2306108,IRAUCUBA,CE
4110805,IRETAMA,PR
4207908,IRINEOPOLIS,SC
1503507,IRITUIA,PA
2204907,ISAIAS COELHO,PI
5210307,ISRAELANDIA,GO
4310538,ITAARA,RS
2803005,ITABAIANINHA,SE
2914653,ITABELA,BA
3521705,ITABERA,SP
2914703,ITABERABA,BA
5210406,ITABERAI,GO
3131703,ITABIRA,MG
3131802,ITABIRINHA,MG
3131901,ITABIRITO,MG
3301900,ITABORAI,RJ
2914802,ITABUNA,BA
1710508,ITACAJA,TO
3132008,ITACAMBIRA,MG
3132107,ITACARAMBI,MG
2914901,ITACARE,BA
1301902,ITACOATIARA,AM
2607406,ITACURUBA,PE
4310553,ITACURUBI,RS
2915007,ITAETE,BA
2915205,ITAGIBA,BA
2915304,ITAGIMIRIM,BA
3202702,ITAGUACU,ES
2915353,ITAGUACU DA BAHIA,BA
3302007,ITAGUAI,RJ
4110904,ITAGUAJE,PR
3132206,ITAGUARA,MG
5210562,ITAGUARI,GO
5210604,ITAGUARU,GO
1710706,ITAGUATINS,TO
2607505,ITAIBA,PE
2306207,ITAICABA,CE
2205003,ITAINOPOLIS,PI
4208104,ITAIOPOLIS,SC
2105351,ITAIPAVA DO GRAJAU,MA
3132305,ITAIPE,MG
4110953,ITAIPULANDIA,PR
2306256,ITAITINGA,CE
1503606,ITAITUBA,PA
4208203,ITAJAI,SC
3521903,ITAJOBI,SP
2915403,ITAJU DO COLONIA,BA
3132404,ITAJUBA,MG
2915502,ITAJUIPE,BA
3302056,ITALVA,RJ
2915601,ITAMARAJU,BA
3132503,ITAMARANDIBA,MG
1301951,ITAMARATI,AM
3132602,ITAMARATI DE MINAS,MG
2915700,ITAMARI,BA
3132701,ITAMBACURI,MG
4111001,ITAMBARACA,PR
3132800,ITAMBE DO MATO DENTRO,MG
3132909,ITAMOGI,MG
3133006,ITAMONTE,MG
2915908,ITANAGRA,BA
3522109,ITANHAEM,SP
3133105,ITANHANDU,MG
5104542,ITANHANGA,MT
2916005,ITANHEM,BA
3133204,ITANHOMI,MG
3133303,ITAOBIM,MG
3522158,ITAOCA,SP
3302106,ITAOCARA,RJ
5210901,ITAPACI,GO
3133402,ITAPAGIPE,MG
2306306,ITAPAJE,CE
2916104,ITAPARICA,BA
2916302,ITAPEBI,BA
3133501,ITAPECERICA,MG
3522208,ITAPECERICA DA SERRA,SP
2105401,ITAPECURU MIRIM,MA
4111209,ITAPEJARA D'OESTE,PR
4208302,ITAPEMA,SC
3202801,ITAPEMIRIM,ES
4111258,ITAPERUCU,PR
3302205,ITAPERUNA,RJ
2607703,ITAPETIM,PE
2916401,ITAPETINGA,BA
3522307,ITAPETININGA,SP
3522505,ITAPEVI,SP
2916500,ITAPICURU,BA
2306405,ITAPIPOCA,CE
3522604,ITAPIRA,SP
5211008,ITAPIRAPUA,GO
3522653,ITAPIRAPUA PAULISTA,SP
1710904,ITAPIRATINS,TO
2607752,ITAPISSUMA,PE
2916609,ITAPITANGA,BA
2306504,ITAPIUNA,CE
4208450,ITAPOA,SC
3522703,ITAPOLIS,SP
5004502,ITAPORA,MS
1711100,ITAPORA DO TOCANTINS,TO
2803203,ITAPORANGA D'AJUDA,SE
2507101,ITAPOROROCA,PB
1101104,ITAPUA DO OESTE,RO
4310579,ITAPUCA,RS
3522901,ITAPUI,SP
3523008,ITAPURA,SP
5211206,ITAPURANGA,GO
3523107,ITAQUAQUECETUBA,SP
2916708,ITAQUARA,BA
4310603,ITAQUI,RS
5004601,ITAQUIRAI,MS
2607802,ITAQUITINGA,PE
3202900,ITARANA,ES
2916807,ITARANTIM,BA
3523206,ITARARE,SP
2306553,ITAREMA,CE
3523305,ITARIRI,SP
5211305,ITARUMA,GO
3302254,ITATIAIA,RJ
3133709,ITATIAIUCU,MG
3523404,ITATIBA,SP
4310702,ITATIBA DO SUL,RS
2916856,ITATIM,BA
3523503,ITATINGA,SP
2306603,ITATIRA,CE
2507200,ITATUBA,PB
3133758,ITAU DE MINAS,MG
5104559,ITAUBA,MT
1600253,ITAUBAL,AP
5211404,ITAUCU,GO
2205102,ITAUEIRA,PI
3133808,ITAUNA,MG
4111308,ITAUNA DO SUL,PR
3133907,ITAVERAVA,MG
3134004,ITINGA,MG
2105427,ITINGA DO MARANHAO,MA
5104609,ITIQUIRA,MT
3523602,ITIRAPINA,SP
3523701,ITIRAPUA,SP
2916906,ITIRUCU,BA
2917003,ITIUBA,BA
2917102,ITORORO,BA
2917201,ITUACU,BA
2917300,ITUBERA,BA
3134103,ITUETA,MG
3134202,ITUIUTABA,MG
5211503,ITUMBIARA,GO
3134301,ITUMIRIM,MG
3524006,ITUPEVA,SP
1503705,ITUPIRANGA,PA
4208500,ITUPORANGA,SC
3134400,ITURAMA,MG
3134509,ITUTINGA,MG
3524105,ITUVERAVA,SP
4111506,IVAIPORA,PR
4111605,IVATUBA,PR
5004700,IVINHEMA,MS
5211602,IVOLANDIA,GO
2607901,JABOATAO DOS GUARARAPES,PE
4208609,JABORA,SC
4111704,JABOTI,PR
4310850,JABOTICABA,RS
3524303,JABOTICABAL,SP
3134608,JABOTICATUBAS,MG
2405009,JACANA,RN
2917409,JACARACI,BA
2507309,JACARAU,PB
2703403,JACARE DOS HOMENS,AL
1503754,JACAREACANGA,PA
3524402,JACAREI,SP
4111803,JACAREZINHO,PR
5104807,JACIARA,MT
3134707,JACINTO,MG
4208708,JACINTO MACHADO,SC
2917508,JACOBINA,BA
2205151,JACOBINA DO PIAUI,PI
2703502,JACUIPE,AL
4310876,JACUIZINHO,RS
1503804,JACUNDA,PA
3524600,JACUPIRANGA,SP
4111902,JAGUAPITA,PR
2917607,JAGUAQUARA,BA
3135001,JAGUARACU,MG
4311007,JAGUARAO,RS
2917706,JAGUARARI,BA
3203056,JAGUARE,ES
2306702,JAGUARETAMA,CE
4311106,JAGUARI,RS
4112009,JAGUARIAIVA,PR
2306801,JAGUARIBARA,CE
2306900,JAGUARIBE,CE
2917805,JAGUARIPE,BA
3524709,JAGUARIUNA,SP
2307007,JAGUARUANA,CE
4208807,JAGUARUNA,SC
2205201,JAICOS,PI
3524907,JAMBEIRO,SP
3135076,JAMPRUCA,MG
3135100,JANAUBA,MG
5211701,JANDAIA,GO
4112108,JANDAIA DO SUL,PR
3525003,JANDIRA,SP
2405207,JANDUIS,RN
5104906,JANGADA,MT
4112207,JANIOPOLIS,PR
3135209,JANUARIA,MG
2405306,JANUARIO CICCO,RN
3135308,JAPARAIBA,MG
2703601,JAPARATINGA,AL
2803302,JAPARATUBA,SE
3302270,JAPERI,RJ
4112306,JAPIRA,PR
2803401,JAPOATA,SE
3135357,JAPONVAR,MG
5004809,JAPORA,MS
2607950,JAQUEIRA,PE
4311122,JAQUIRANA,RS
5211800,JARAGUA,GO
4208906,JARAGUA DO SUL,SC
5004908,JARAGUARI,MS
2703700,JARAMATAIA,AL
4112504,JARDIM ALEGRE,PR
2405504,JARDIM DE ANGICOS,RN
2405603,JARDIM DE PIRANHAS,RN
2205250,JARDIM DO MULATO,PI
2405702,JARDIM DO SERIDO,RN
4112603,JARDIM OLINDA,PR
3525201,JARINU,SP
4112702,JATAIZINHO,PR
2608008,JATAUBA,PE
2205276,JATOBA DO PIAUI,PI
1711506,JAU DO TOCANTINS,TO
5212006,JAUPACI,GO
3135407,JECEABA,MG
3135456,JENIPAPO DE MINAS,MG
2105476,JENIPAPO DOS VIEIRAS,MA
3135506,JEQUERI,MG
2703759,JEQUIA DA PRAIA,AL
2918001,JEQUIE,BA
3135605,JEQUITAI,MG
3135704,JEQUITIBA,MG
3135803,JEQUITINHONHA,MG
2918100,JEREMOABO,BA
2507408,JERICO,PB
3525409,JERIQUARA,SP
3203106,JERONIMO MONTEIRO,ES
2205300,JERUMENHA,PI
3135902,JESUANIA,MG
4112751,JESUITAS,PR
5212055,JESUPOLIS,GO
1100122,JI-PARANA,RO
2307254,JIJOCA DE JERICOACOARA,CE
2918209,JIQUIRICA,BA
2918308,JITAUNA,BA
4209003,JOACABA,SC
3136009,JOAIMA,MG
3136108,JOANESIA,MG
3525508,JOANOPOLIS,SP
2608107,JOAO ALFREDO,PE
2405801,JOAO CAMARA,RN
2205359,JOAO COSTA,PI
2405900,JOAO DIAS,RN
2918357,JOAO DOURADO,BA
2105500,JOAO LISBOA,MA
3136207,JOAO MONLEVADE,MG
3203130,JOAO NEIVA,ES
2507507,JOAO PESSOA,PB
3136306,JOAO PINHEIRO,MG
3525607,JOAO RAMALHO,SP
3136405,JOAQUIM FELICIO,MG
2703809,JOAQUIM GOMES,AL
2608206,JOAQUIM NABUCO,PE
2205409,JOAQUIM PIRES,PI
4112801,JOAQUIM TAVORA,PR
2513653,JOCA CLAUDINO,PB
2205458,JOCA MARQUES,PI
4209102,JOINVILLE,SC
3136504,JORDANIA,MG
1200328,JORDAO,AC
4209151,JOSE BOITEUX,SC
3525706,JOSE BONIFACIO,SP
2406007,JOSE DA PENHA,RN
2205508,JOSE DE FREITAS,PI
3136520,JOSE GONCALVES DE MINAS,MG
3136553,JOSE RAYDAN,MG
2105609,JOSELANDIA,MA
3136579,JOSENOPOLIS,MG
5212105,JOVIANIA,GO
2507606,JUAREZ TAVORA,PB
1711803,JUARINA,TO
3136652,JUATUBA,MG
2507705,JUAZEIRINHO,PB
2918407,JUAZEIRO,BA
2307304,JUAZEIRO DO NORTE,CE
2205516,JUAZEIRO DO PIAUI,PI
2608255,JUCATI,PE
2918456,JUCURUCU,BA
2406106,JUCURUTU,RN
3136702,JUIZ DE FORA,MG
2205524,JULIO BORGES,PI
4311205,JULIO DE CASTILHOS,RS
3525805,JULIO MESQUITA,SP
3525854,JUMIRIM,SP
2105658,JUNCO DO MARANHAO,MA
2507804,JUNCO DO SERIDO,PB
3525904,JUNDIAI,SP
4112900,JUNDIAI DO SUL,PR
2704005,JUNQUEIRO,AL
3526001,JUNQUEIROPOLIS,SP
3526100,JUQUIA,SP
3526209,JUQUITIBA,SP
3136801,JURAMENTO,MG
4112959,JURANDA,PR
2507903,JURIPIRANGA,PB
3136900,JURUAIA,MG
5105176,JURUENA,MT
1503903,JURUTI,PA
5105200,JUSCIMEIRA,MT
2918555,JUSSARI,BA
2918605,JUSSIAPE,BA
3136959,JUVENILIA,MG
4113106,KALORE,PR
1302405,LABREA,AM
4209201,LACERDOPOLIS,SC
3137007,LADAINHA,MG
5005202,LADARIO,MS
2918704,LAFAIETE COUTINHO,BA
3137106,LAGAMAR,MG
2803500,LAGARTO,SE
2105708,LAGO DA PEDRA,MA
2105807,LAGO DO JUNCO,MA
2105948,LAGO DOS RODRIGUES,MA
2105906,LAGO VERDE,MA
2205557,LAGOA ALEGRE,PI
4311239,LAGOA BONITA DO SUL,RS
2406205,LAGOA D'ANTA,RN
2704104,LAGOA DA CANOA,AL
1711902,LAGOA DA CONFUSAO,TO
3137205,LAGOA DA PRATA,MG
2508208,LAGOA DE DENTRO,PB
2608503,LAGOA DE ITAENGA,PE
2406304,LAGOA DE PEDRAS,RN
2205573,LAGOA DE SAO FRANCISCO,PI
2406403,LAGOA DE VELHOS,RN
2205565,LAGOA DO BARRO DO PIAUI,PI
2608453,LAGOA DO CARRO,PE
2105922,LAGOA DO MATO,MA
2608602,LAGOA DO OURO,PE
2205581,LAGOA DO PIAUI,PI
2205599,LAGOA DO SITIO,PI
1711951,LAGOA DO TOCANTINS,TO
2608701,LAGOA DOS GATOS,PE
3137304,LAGOA DOS PATOS,MG
4311270,LAGOA DOS TRES CANTOS,RS
3137403,LAGOA DOURADA,MG
3137502,LAGOA FORMOSA,MG
2105963,LAGOA GRANDE DO MARANHAO,MA
2406502,LAGOA NOVA,RN
2918753,LAGOA REAL,BA
2406601,LAGOA SALGADA,RN
2508307,LAGOA SECA,PB
4311304,LAGOA VERMELHA,RS
4311254,LAGOAO,RS
3526308,LAGOINHA,SP
2205540,LAGOINHA DO PIAUI,PI
4209409,LAGUNA,SC
5005251,LAGUNA CARAPA,MS
3302304,LAJE DO MURIAE,RJ
4311429,LAJEADO DO BUGRE,RS
4209458,LAJEADO GRANDE,SC
2105989,LAJEADO NOVO,MA
2918902,LAJEDAO,BA
2919009,LAJEDINHO,BA
2608800,LAJEDO,PE
2919058,LAJEDO DO TABOCAL,BA
2406809,LAJES PINTADAS,RN
3137700,LAJINHA,MG
2919108,LAMARAO,BA
3137809,LAMBARI,MG
5105234,LAMBARI D'OESTE,MT
2205607,LANDRI SALES,PI
3203163,LARANJA DA TERRA,ES
1600279,LARANJAL DO JARI,AP
3526407,LARANJAL PAULISTA,SP
2803609,LARANJEIRAS,SE
4113304,LARANJEIRAS DO SUL,PR
3138104,LASSANCE,MG
2508406,LASTRO,PB
4209508,LAURENTINO,SC
2919207,LAURO DE FREITAS,BA
4209607,LAURO MULLER,SC
1712157,LAVANDEIRA,TO
3526506,LAVINIA,SP
3138203,LAVRAS,MG
2307502,LAVRAS DA MANGABEIRA,CE
4311502,LAVRAS DO SUL,RS
3526605,LAVRINHAS,SP
3138302,LEANDRO FERREIRA,MG
4209706,LEBON REGIS,SC
3138351,LEME DO PRADO,MG
2919306,LENCOIS,BA
3526803,LENCOIS PAULISTA,SP
4209805,LEOBERTO LEAL,SC
3138401,LEOPOLDINA,MG
5212303,LEOPOLDO DE BULHOES,GO
4113403,LEOPOLIS,PR
4311601,LIBERATO SALZANO,RS
3138500,LIBERDADE,MG
2919405,LICINIO DE ALMEIDA,BA
4113429,LIDIANOPOLIS,PR
2106003,LIMA CAMPOS,MA
3138609,LIMA DUARTE,MG
3526902,LIMEIRA,SP
3138625,LIMEIRA DO OESTE,MG
2608909,LIMOEIRO,PE
2704203,LIMOEIRO DE ANADIA,AL
1504000,LIMOEIRO DO AJURU,PA
2307601,LIMOEIRO DO NORTE,CE
4113452,LINDOESTE,PR
3527009,LINDOIA,SP
4209854,LINDOIA DO SUL,SC
4311627,LINDOLFO COLLOR,RS
4311643,LINHA NOVA,RS
3203205,LINHARES,ES
2508505,LIVRAMENTO,PB
2919504,LIVRAMENTO DE NOSSA SENHORA,BA
1712405,LIZARDA,TO
4113502,LOANDA,PR
4113601,LOBATO,PR
2508554,LOGRADOURO,PB
4113700,LONDRINA,PR
3138658,LONTRA,MG
4209904,LONTRAS,SC
3527207,LORENA,SP
2106102,LORETO,MA
3527256,LOURDES,SP
3527306,LOUVEIRA,SP
5105259,LUCAS DO RIO VERDE,MT
3527405,LUCELIA,SP
2508604,LUCENA,PB
3527504,LUCIANOPOLIS,SP
5105309,LUCIARA,MT
2406908,LUCRECIA,RN
3527603,LUIS ANTONIO,SP
2205706,LUIS CORREIA,PI
2106201,LUIS DOMINGUES,MA
2919553,LUIS EDUARDO MAGALHAES,BA
2407005,LUIS GOMES,RN
3138674,LUISBURGO,MG
3138682,LUISLANDIA,MG
4210001,LUIZ ALVES,SC
4113734,LUIZIANA,PR
3527702,LUIZIANIA,SP
3138708,LUMINARIAS,MG
4113759,LUNARDELLI,PR
3527801,LUPERCIO,SP
4113809,LUPIONOPOLIS,PR
3527900,LUTECIA,SP
4210035,LUZERNA,SC
5212501,LUZIANIA,GO
2205805,LUZILANDIA,PI
1712454,LUZINOPOLIS,TO
2407104,MACAIBA,RN
2919603,MACAJUBA,BA
4311718,MACAMBARA,RS
2803708,MACAMBIRA,SE
1600303,MACAPA,AP
2609006,MACAPARANA,PE
2919702,MACARANI,BA
3528007,MACATUBA,SP
3528106,MACAUBAL,SP
2919801,MACAUBAS,BA
3528205,MACEDONIA,SP
2704302,MACEIO,AL
3138906,MACHACALIS,MG
4311700,MACHADINHO,RS
1100130,MACHADINHO D'OESTE,RO
3139003,MACHADO,MG
2609105,MACHADOS,PE
4210050,MACIEIRA,SC
3302452,MACUCO,RJ
2919900,MACURURE,BA
2307635,MADALENA,CE
2205854,MADEIRO,PI
2919926,MADRE DE DEUS,BA
3139102,MADRE DE DEUS DE MINAS,MG
2508703,MAE D'AGUA,PB
1504059,MAE DO RIO,PA
2919959,MAETINGA,BA
1504109,MAGALHAES BARATA,PA
2106300,MAGALHAES DE ALMEIDA,MA
2920007,MAIQUINIQUE,BA
3528403,MAIRINQUE,SP
3528502,MAIRIPORA,SP
5212600,MAIRIPOTABA,GO
4210209,MAJOR GERCINO,SC
2704401,MAJOR ISIDORO,AL
2407252,MAJOR SALES,RN
4210308,MAJOR VIEIRA,SC
3139201,MALACACHETA,MG
2920205,MALHADA,BA
2920304,MALHADA DE PEDRAS,BA
2803807,MALHADA DOS BOIS,SE
2803906,MALHADOR,SE
4113908,MALLET,PR
2508901,MAMANGUAPE,PB
5212709,MAMBAI,GO
4114005,MAMBORE,PR
3139250,MAMONAS,MG
4311734,MAMPITUBA,RS
1302504,MANACAPURU,AM
2509008,MANAIRA,PB
1302553,MANAQUIRI,AM
2609154,MANARI,PE
1302603,MANAUS,AM
1200336,MANCIO LIMA,AC
4114104,MANDAGUACU,PR
4114203,MANDAGUARI,PR
4114302,MANDIRITUBA,PR
3528601,MANDURI,SP
4114351,MANFRINOPOLIS,PR
3302601,MANGARATIBA,RJ
4114401,MANGUEIRINHA,PR
3139409,MANHUACU,MG
